135299	133853	129344
135296	133864	129339
135294	133873	129354
135312	133889	129359
135319	133897	129357
135313	133903	129345
135342	133965	129340
135366	134004	129329
135203	133692	129397
134724	133068	129494
134458	132789	129557
133997	132398	129622
133644	132143	129672
133196	131869	129718
132633	131625	129778
132171	131480	129811
132050	131459	129825
131784	131385	129836
131278	131301	129876
130992	131276	129889
130429	131269	129923
129943	131310	129933
129261	131433	129941
128758	131584	129963
128390	131711	129952
128203	131803	129948
127801	132012	129941
127540	132165	129940
127235	132382	129930
126636	132848	129903
126580	132935	129892
126533	132978	129883
126006	133643	129838
125734	134073	129777
125439	134696	129719
125306	135083	129677
125164	135640	129629
125125	135932	129565
125103	136176	129543
125101	136653	129456
125152	137254	129400
125284	137811	129305
125518	138604	129216
125778	138959	129119
125803	139073	129148
125950	139303	129083
126244	139708	129025
126474	139964	129007
126633	140100	128965
126718	140203	128964
126806	140279	128944
127207	140617	128895
127649	140884	128828
128060	141119	128778
128856	141420	128704
129532	141575	128659
129971	141633	128627
130675	141610	128562
131528	141513	128539
132109	141377	128532
132413	141307	128568
132954	141054	128581
133427	140821	128587
133903	140492	128609
134330	140149	128639
134613	139881	128665
134924	139484	128699
135328	138859	128767
135668	138122	128839
135827	137694	128888
135921	137221	128929
135957	136978	128965
135930	136978	128878
135934	137166	128926
135940	137119	128934
135951	136887	128957
135985	136730	129001
135986	136734	129000
135984	136721	129002
135978	136445	129024
135985	136278	129042
135962	135889	129102
135927	135556	129149
135850	135222	129206
135797	135002	129235
135688	134669	129277
135328	133888	129384
135100	133566	129428
134893	133276	129510
134599	132955	129545
134509	132877	129546
134466	132811	129566
134436	132773	129571
134291	132686	129567
134293	132690	129542
134156	132562	129582
133993	132374	129627
133930	132350	129648
133675	132157	129692
133508	132068	129707
133330	131969	129724
133198	131901	129724
133148	131877	129729
133157	131884	129743
132871	131748	129747
131985	131446	129831
131413	131345	129865
131040	131306	129877
130700	131286	129901
130102	131305	129937
129758	131354	129952
129367	131422	129952
129113	131479	129950
128802	131581	129955
128236	131813	129944
127841	132013	129939
127490	132231	129927
127235	132383	129929
126941	132625	129900
126654	132910	129890
126358	133226	129843
126260	133328	129842
125870	133887	129785
125669	134246	129756
125507	134580	129722
125421	134837	129683
125236	135468	129623
125128	136220	129522
125126	136832	129445
125183	137366	129368
125329	137952	129301
125473	138376	129236
125759	138969	129123
126053	139391	129049
126238	139640	129023
126748	140233	128946
127491	140793	128831
128003	141061	128796
128465	141263	128759
129044	141453	128702
129904	141598	128635
130868	141608	128599
131400	141554	128593
131827	141473	128580
132658	141192	128577
133277	140886	128596
133958	140455	128613
134329	140101	128653
134812	139593	128682
135411	138692	128779
135669	138110	128835
135849	137488	128913
135945	137007	128965
135981	136622	129014
135964	136037	129096
135887	135458	129167
135672	134702	129268
135480	134256	129320
135419	134134	129357
135423	134136	129369
135416	134150	129342
135475	134294	129310
135586	134539	129259
135603	134757	129140
135232	134745	128722
134827	134957	128271
134352	135044	127874
133662	135084	127481
132742	134813	127271
131930	134473	127202
131028	134433	127139
130189	134556	127112
129476	134598	127244
128672	134792	127392
128002	134743	127720
127408	134519	128155
127134	134481	128354
126844	134397	128676
126733	134504	128611
126565	134454	128844
126535	134442	128902
126067	134455	129412
125731	134599	129706
125546	134548	129981
125484	134598	130151
125215	134889	130430
125021	134852	130809
125102	135080	130208
126164	135383	128563
127414	135634	127538
128397	135895	127060
129526	135899	126754
130770	135830	126657
131482	135652	126750
132302	135312	126976
133157	134974	127390
134131	134963	127878
134973	134780	128563
135805	134779	129482
136512	134726	130736
136769	134496	131765
136808	134311	132623
136752	134260	133544
136529	134220	134433
136199	134270	135232
135714	134276	135926
135237	134257	136418
134709	134239	136839
134233	134155	137110
133880	134004	137215
133990	134147	137164
134570	134816	136958
134953	135514	136777
135182	135980	136662
135581	136384	136394
136180	137276	135759
136393	138412	135190
136240	139493	134821
135948	140260	134300
135837	140546	133595
135553	140805	132950
135292	140963	132466
135340	140842	132366
135582	140626	132108
135711	140514	131681
135399	140744	131099
135283	140679	130559
135099	140490	129848
134689	140524	129274
134030	140623	128721
133297	140757	128353
132268	141023	128147
131567	141106	128072
130758	141135	128051
130011	141182	128170
129558	141174	128267
129340	141204	128374
129041	141201	128505
128783	141259	128777
128244	141432	129395
128319	141710	129934
128228	141831	130529
127639	141643	131081
127322	141470	131131
126911	140990	130238
126712	140512	129607
126684	140097	129031
127370	140190	128362
128344	140409	127902
129680	140482	127524
130712	140522	127476
131147	140755	127687
132058	140836	127951
133299	140788	128481
134444	140376	128975
135213	140187	129709
135431	140591	130840
135518	140588	131171
135354	140856	131485
133990	141955	131941
131519	142664	132044
127930	141987	132706
124497	137625	134017
124512	134780	134207
125842	132248	134229
127323	131123	134069
127978	130790	133742
127812	130888	133737
127143	131244	133634
126755	131488	133288
126324	131775	133089
126177	132029	132519
125812	132457	131850
126022	132369	131526
126283	132347	131062
126593	132460	130394
126760	132904	129609
127193	133232	128927
127825	133178	128575
128997	132648	128571
130395	132377	128591
131845	132403	128713
132596	132365	129018
133064	132463	129111
133352	132240	129570
133526	132196	129728
133586	132316	129574
133453	132256	129582
